"subjID","reward","subject","X","Y","loss_shift","reward_shift"
"91-gpt-3.5",16,"GPT-3.5",40,60,0.602409638554217,0.4375
"91-gpt-4",19,"GPT-4",97,3,0.0625,0.0526315789473684
"92-gpt-3.5",28,"GPT-3.5",28,72,0.422535211267606,0.321428571428571
"92-gpt-4",23,"GPT-4",4,96,0.0657894736842105,0
"93-gpt-3.5",20,"GPT-3.5",68,32,0.367088607594937,0.25
"93-gpt-4",19,"GPT-4",3,97,0.0625,0
"94-gpt-3.5",16,"GPT-3.5",29,71,0.433734939759036,0.375
"94-gpt-4",34,"GPT-4",4,96,0.0923076923076923,0
"95-gpt-3.5",20,"GPT-3.5",72,28,0.341772151898734,0.05
"95-gpt-4",23,"GPT-4",97,3,0.0789473684210526,0
"96-gpt-3.5",23,"GPT-3.5",14,86,0.197368421052632,0.304347826086957
"96-gpt-4",19,"GPT-4",3,97,0.0625,0
"97-gpt-3.5",22,"GPT-3.5",48,52,0.623376623376623,0.590909090909091
"97-gpt-4",25,"GPT-4",98,2,0.0533333333333333,0
"98-gpt-3.5",30,"GPT-3.5",12,88,0.228571428571429,0.0344827586206897
"98-gpt-4",23,"GPT-4",94,6,0.0526315789473684,0
"99-gpt-3.5",16,"GPT-3.5",38,62,0.506024096385542,0.5
"99-gpt-4",26,"GPT-4",98,2,0.0547945205479452,0
